tx_id,account1,account2,amount,tx_date
9624,4113-5882-6577-6801,5366-5010-5226-8398,146,2000-12-31
9625,1771-5127-6404-6326,2864-2456-7543-6860,169,2017-04-19
9626,1852-5951-3815-8419,8837-5076-7627-1273,226,2009-06-14
9627,4963-8511-3670-3954,3029-1146-3750-4393,15314,2005-01-11
9628,6571-2381-3709-4494,2683-4231-6291-1829,137,2000-08-10
9629,6005-5477-8177-2944,1152-2863-1629-3170,1154,2001-06-10
9630,8095-6706-4249-8602,2648-5118-8519-7511,293,2002-09-16
9631,5612-3715-1530-1060,6670-1551-2305-2625,192,2008-06-11
9632,6660-1657-2488-3815,1166-5073-6435-4135,1575,2006-02-17
9633,2769-6713-7879-3858,8382-2618-8277-8720,235,2006-05-02
9634,4193-3497-4936-1752,9803-5384-3009-6595,1364,2016-01-26
9635,2813-2569-7201-5240,8162-3909-9675-3113,2213,2004-12-16
9636,5392-9349-8174-6241,7702-9419-4438-7560,359,2006-07-13
9637,4114-9487-8043-4346,3029-1146-3750-4393,424,2006-10-19
9638,9313-1866-7301-9370,2809-8660-7961-5781,2379,2001-01-18
9639,4208-8785-5104-2444,8040-1255-5165-9474,433,2005-09-26
9640,7147-6356-6428-6293,7040-7914-5642-1954,139,2015-09-02
9641,9687-8106-5149-3337,6579-9093-8897-6324,142,2017-10-05
9642,5027-8275-4420-8923,9653-1204-6680-5381,633,2005-01-16
9643,7919-5284-8612-2259,1405-8310-4903-4815,357,2004-02-21
9644,6054-4392-9381-9487,6161-7004-9495-3655,190,2006-02-28
9645,7919-5284-8612-2259,3791-5590-4520-2315,7180,2012-07-17
9646,3544-5783-4670-5363,8575-8949-5231-4542,4003,2017-12-20
9647,5316-9731-9262-9479,1199-2095-2538-4713,1286,2007-05-28
9648,2612-8627-5044-4868,9944-8201-6012-7227,341,2007-09-26
9649,3756-1671-4423-2393,5127-7040-9454-3377,950,2011-09-15
9650,4748-9933-6630-2285,9758-7096-7051-3310,460,2016-11-01
9651,3959-8037-6289-9952,5266-4623-1726-8475,180,2014-07-29
9652,6208-8216-2075-5017,3767-1206-7158-1125,850,2010-03-22
9653,3072-3467-7590-8779,4114-9487-8043-4346,355,2007-06-20
9654,5198-9222-5686-3069,7027-6792-5663-7355,280,2005-11-11
9655,5739-9966-6704-3248,3522-6723-8695-3236,104,2005-05-23
9656,4155-8246-9356-6680,4677-8222-9193-2284,4369,2014-04-27
9657,2711-9204-8940-7734,9286-3155-5067-9054,425,2003-07-23
9658,7520-8493-9389-4848,3967-5549-4579-5590,34950,2014-01-14
9659,2809-8660-7961-5781,1864-7468-1860-3771,24676,2006-12-19
9660,7610-6717-4033-6507,2053-2548-9090-5796,377,2001-03-31
9661,7927-8297-8574-3013,3269-4933-5533-1859,392,2007-01-09
9662,4520-4874-2869-2354,3162-7428-1388-6437,193,2012-10-02
9663,2212-2233-2161-3574,9148-4771-7006-9126,563,2013-01-07
9664,9918-6928-7086-2434,5516-2697-3911-4263,160,2016-12-07
9665,7839-6652-8274-2902,3351-4760-4818-6192,510,2008-04-18
9666,6267-9724-9618-1561,8809-4140-9235-1854,154,2017-12-26
9667,4085-4926-4788-1337,6040-8877-3894-1500,14858,2008-12-01
9668,1036-1406-7706-1358,1679-2156-7558-6100,895,2005-05-27
9669,7462-2043-7472-5858,6493-1412-7398-3749,613,2013-05-27
9670,5510-1895-1151-7178,7337-3043-4085-4026,525,2003-01-14
9671,1576-8465-8909-7614,3428-4335-4132-2080,1306,2004-08-13
9672,7390-9009-5052-4791,4326-2274-3824-9208,333,2016-06-23
9673,9430-9838-4603-6381,2100-1900-2157-2245,32922,2017-04-20
9674,1771-5127-6404-6326,5572-8094-4393-2410,105,2004-01-01
9675,8040-1255-5165-9474,9289-5273-6133-1758,190,2000-06-02
9676,7839-6652-8274-2902,4396-1674-6572-3470,4417,2006-09-06
9677,4680-9212-8179-6498,1671-5043-3557-4099,141,2011-11-14
9678,3152-9361-5239-2968,1111-5223-2196-4110,773,2007-10-26
9679,9289-2660-2509-4939,7009-1497-8942-7638,274,2006-12-15
9680,7693-6371-6866-5612,1304-8966-8330-9214,669,2010-12-11
9681,8575-8949-5231-4542,2964-8907-1422-7179,1638,2016-10-02
9682,1405-8310-4903-4815,6871-8804-7045-2960,346,2011-01-23
9683,5534-8044-9545-6725,8548-5257-5952-9347,15539,2013-05-22
9684,2948-9059-8469-7633,3168-2702-6728-9785,504,2008-10-08
9685,7030-8622-9550-5255,4628-3211-7751-6932,117,2014-03-01
9686,9313-1866-7301-9370,4308-8741-7237-7873,696,2000-03-17
9687,6676-3466-8690-2570,8366-6378-9584-3085,148,2009-05-05
9688,8762-2018-7799-8542,3741-6893-4272-9654,1951,2008-03-14
9689,3971-5723-5963-8192,5634-3596-9782-8448,396,2013-03-27
9690,4680-9212-8179-6498,7630-7081-9953-2587,4661,2011-10-09
9691,3152-9361-5239-2968,8712-8892-3803-7774,431,2016-04-03
9692,2053-2548-9090-5796,7684-6930-7569-8830,152,2006-09-04
9693,9817-2511-7214-8721,4158-2899-9017-9842,2130,2016-08-06
9694,3010-9653-4704-7737,8108-4288-9325-8321,408,2003-10-27
9695,4308-8741-7237-7873,7408-3480-7245-4832,942,2003-10-18
9696,3269-4933-5533-1859,5516-2697-3911-4263,260,2016-04-15
9697,6797-3038-6577-1765,5516-2697-3911-4263,1103,2006-12-25
9698,6759-5358-1905-6087,8261-9104-6002-3793,818,2002-06-09
9699,7263-7913-3714-6029,7584-8397-8661-8366,102,2006-10-10
9700,9944-8201-6012-7227,8288-5929-1941-5761,253,2007-03-28
9701,7040-7914-5642-1954,6968-4560-4994-8279,578,2002-05-30
9702,4674-5403-7026-6324,6137-6369-6621-7629,4161,2009-01-04
9703,2769-6713-7879-3858,8916-4267-9850-4440,1439,2013-04-19
9704,1997-1183-6694-8861,7015-3859-9654-6037,5192,2012-05-22
9705,9214-3741-8482-3979,1210-3321-3878-4306,361,2014-01-16
9706,4127-5990-1236-6547,8915-3696-3280-2772,472,2010-09-29
9707,2214-8721-1256-2053,5419-4971-7418-3232,198,2006-02-21
9708,5739-9966-6704-3248,2256-4124-8174-3844,1230,2011-03-25
9709,8949-3002-2567-8661,1771-5127-6404-6326,131992,2001-01-10
9710,7243-2605-6627-3015,8735-3770-7200-2014,52978,2014-10-04
9711,3288-5659-2893-9112,1200-7726-4331-5076,1505,2017-06-14
9712,6475-4066-4575-9877,3525-7630-3533-9474,572,2006-01-07
9713,1731-9946-4499-6498,8162-3909-9675-3113,5714,2006-03-24
9714,7015-3859-9654-6037,8201-8285-4081-3604,34859,2003-01-01
9715,6554-6553-8555-2054,9375-9995-5638-4409,110,2001-04-27
9716,4114-9487-8043-4346,8678-2327-5874-7540,119515,2008-09-10
9717,8202-2678-9485-8810,6871-8804-7045-2960,443,2004-09-21
9718,8804-6817-7963-5838,6488-6944-3145-7085,1821,2002-05-27
9719,1200-7726-4331-5076,7927-8297-8574-3013,10360,2011-11-27
9720,4674-5403-7026-6324,1405-8310-4903-4815,1585,2014-01-12
9721,1074-7985-4747-1073,6571-2381-3709-4494,175,2014-04-21
9722,3269-4933-5533-1859,8500-1264-4161-3325,414,2012-12-02
9723,8657-7005-5571-4871,9684-5022-7970-3940,38398,2014-11-01
9724,7157-6371-8322-6378,4677-8222-9193-2284,806,2002-07-10
9725,3153-6576-4483-1859,4509-1665-9262-6477,244,2007-07-20
9726,1030-8998-6991-4966,2864-2456-7543-6860,304,2012-06-08
9727,6208-8216-2075-5017,3579-4141-2557-5318,268,2009-12-02
9728,2389-1109-1217-9650,3203-1684-1966-6151,622,2016-11-23
9729,3899-7421-9861-5513,7154-9757-3578-7232,436,2001-10-22
9730,4114-9487-8043-4346,6797-3038-6577-1765,10544,2017-05-05
9731,8920-2559-8337-2518,6399-5413-5220-2697,38469,2015-11-17
9732,2037-1540-5616-7992,2955-5700-6361-5471,101,2011-09-10
9733,3606-8187-7380-5582,2611-2023-5416-1453,358,2017-01-10
9734,4719-7909-6704-6014,3754-9188-4461-7640,234,2003-02-26
9735,4670-2374-1335-3729,9999-8881-8894-1181,1989,2012-12-09
9736,4748-9933-6630-2285,5516-2697-3911-4263,4276,2010-05-20
9737,6579-9093-8897-6324,6148-1629-6874-4707,156,2004-10-19
9738,5691-2055-2330-2670,2752-1828-1493-1228,731,2012-03-18
9739,6760-1858-9702-9633,7127-9937-6927-9421,158735,2004-04-30
9740,5266-1204-1077-9564,3351-4760-4818-6192,507,2007-03-13
9741,5098-6584-6700-3453,2344-9860-8821-6660,108578,2003-04-13
9742,5534-8044-9545-6725,1474-9097-7523-1605,2327,2016-03-06
9743,1663-6129-4398-4676,5027-8275-4420-8923,7564,2007-08-28
9744,6143-4449-3099-7588,3967-5549-4579-5590,136,2013-12-04
9745,2039-2069-5309-4039,6353-2118-1534-7171,111,2001-10-18
9746,3249-7505-8135-8302,8288-5929-1941-5761,258,2013-03-22
9747,6508-1153-8939-3273,2073-2118-7199-1364,329,2010-12-15
9748,2000-2404-2759-8589,2990-7332-9395-6247,224,2013-10-10
9749,9758-7096-7051-3310,3288-5659-2893-9112,120,2003-03-17
9750,8802-7747-8527-6766,3494-4011-8955-7674,2803,2001-05-28
9751,4992-2874-1192-1710,9621-3168-1408-4866,133,2017-11-02
9752,8712-8892-3803-7774,6399-5413-5220-2697,252,2015-05-10
9753,2752-1828-1493-1228,2864-2456-7543-6860,913,2007-03-14
9754,6316-3096-4721-6130,6399-5413-5220-2697,593,2001-03-01
9755,8297-8718-4052-4298,2546-5182-4904-8295,76211,2010-12-01
9756,6155-3892-8658-9759,3579-4141-2557-5318,152,2008-12-23
9757,6040-8877-3894-1500,5265-3174-5714-8050,133,2012-08-28
9758,9193-1816-5748-8227,5645-1309-6118-8625,123,2015-04-05
9759,1905-6063-4749-7367,1032-3219-1528-9019,622,2006-06-26
9760,1997-1183-6694-8861,9792-8250-5633-7465,1282,2007-06-17
9761,8457-8960-2036-4370,3130-8288-1701-7043,124,2011-04-28
9762,5471-8689-3055-3672,4929-7164-3858-7580,495,2000-08-01
9763,3152-4778-7248-4488,1080-6261-6522-6896,1985,2006-12-05
9764,6072-2519-9360-3359,4326-2274-3824-9208,268,2000-07-09
9765,3232-5866-6250-9033,8442-8346-9447-8041,847,2014-07-02
9766,4396-1674-6572-3470,9868-4205-8693-4723,304,2010-02-10
9767,9807-6474-5232-7760,6193-1569-8069-2844,150,2007-12-22
9768,6820-2481-4082-1357,3153-6576-4483-1859,12202,2001-10-06
9769,8256-7792-1652-1058,7009-4583-4140-1223,12672,2011-09-01
9770,9758-7096-7051-3310,2751-8326-2748-1222,511,2011-11-01
9771,9684-5022-7970-3940,3361-6773-3274-9563,42604,2015-05-19
9772,1864-7468-1860-3771,7147-6356-6428-6293,138,2001-02-09
9773,9313-1866-7301-9370,4479-3389-4179-7584,387,2010-07-07
9774,4705-9320-4737-2277,7775-9022-7940-9658,241,2006-02-22
9775,9202-7561-5267-4536,2553-4713-2832-4609,329,2003-09-09
9776,6968-4560-4994-8279,2751-8326-2748-1222,934,2004-07-05
9777,9327-8188-5507-4242,4792-3006-8754-4520,481,2014-08-03
9778,8264-1864-3025-6498,5394-2503-4151-2989,1762,2012-11-26
9779,5673-5835-3291-6530,9984-6320-9675-9644,524,2008-12-07
9780,3681-2713-1089-6543,7741-3837-6819-4924,144,2000-06-15
9781,8712-8892-3803-7774,3900-1964-9683-8444,7409,2012-02-05
9782,9984-6320-9675-9644,2100-1900-2157-2245,643,2003-10-15
9783,6201-7251-9231-7581,2100-1900-2157-2245,1473,2000-12-14
9784,9687-8106-5149-3337,4479-3389-4179-7584,110,2002-08-05
9785,9808-8731-2556-7951,8297-8718-4052-4298,130,2001-05-12
9786,5734-4141-9219-8688,1487-9382-1608-6053,2262,2005-05-23
9787,2389-1109-1217-9650,7927-8297-8574-3013,102,2016-09-05
9788,3061-8785-8289-3095,7746-9395-7334-3072,2269,2012-01-04
9789,2116-6361-4696-7927,7770-3440-7938-4455,920,2004-05-10
9790,5691-2055-2330-2670,8888-4449-7585-9388,199,2007-10-11
9791,5366-5010-5226-8398,1880-8481-3465-2423,470564,2013-08-01
9792,1349-7784-3215-3106,9893-4203-8665-4327,167,2005-10-11
9793,9714-7811-8633-8148,1474-9097-7523-1605,744,2017-05-08
9794,2864-2456-7543-6860,4963-8511-3670-3954,1328,2010-01-01
9795,1074-7985-4747-1073,3269-4933-5533-1859,279,2004-11-10
9796,1030-8998-6991-4966,9313-1866-7301-9370,123,2015-07-11
9797,6316-3096-4721-6130,8712-8892-3803-7774,509,2009-10-10
9798,3685-2676-1610-9297,2000-2404-2759-8589,1271,2010-08-01
9799,8223-4445-5171-5212,2398-3455-6766-9627,226,2001-04-22
9800,6005-5477-8177-2944,4730-8226-7545-3448,352444,2001-04-03
9801,6155-3892-8658-9759,6759-5358-1905-6087,157,2003-06-06
9802,4479-3389-4179-7584,1030-8998-6991-4966,706,2000-07-07
9803,5585-1539-9356-6967,7258-5668-8152-5619,566,2005-11-20
9804,1405-8310-4903-4815,4630-8446-4653-4319,212,2011-03-05
9805,3790-3769-6211-4637,3162-7428-1388-6437,522,2002-04-18
9806,9231-1515-3213-2474,8568-9860-7370-6345,184,2000-12-17
9807,5800-1718-5633-7572,6676-3466-8690-2570,5798,2016-09-12
9808,5471-8689-3055-3672,1592-9997-8672-4401,290,2008-04-02
9809,8071-7672-2270-2915,5516-2697-3911-4263,364,2003-01-14
9810,3996-3317-5816-2143,7833-1982-9148-6434,107,2012-03-07
9811,3862-1253-7554-9981,2424-7292-9736-5880,27813,2007-04-03
9812,5161-4409-8806-5195,3685-2676-1610-9297,8052,2013-08-02
9813,4053-9988-3423-9713,8382-2618-8277-8720,119,2001-02-13
9814,5138-6958-5353-2956,9064-2759-1901-6873,1388,2005-04-30
9815,9090-5783-8260-1912,5572-8094-4393-2410,3174,2004-04-03
9816,8223-4445-5171-5212,6143-4449-3099-7588,208,2010-06-15
9817,2073-2118-7199-1364,3899-7421-9861-5513,19351,2013-04-09
9818,4479-3389-4179-7584,3188-8108-4628-7632,616,2000-08-04
9819,7745-9176-5730-1126,4014-2112-1155-8257,257698,2013-01-27
9820,5634-3596-9782-8448,9085-5461-7829-8907,112,2002-01-24
9821,4992-2874-1192-1710,2611-2023-5416-1453,6158,2012-01-25
9822,4259-3117-3452-9450,2707-7467-5888-1265,201,2017-12-18
9823,2813-2569-7201-5240,8888-6334-8351-4347,1779,2017-10-09
9824,6402-4491-5233-7816,1405-8310-4903-4815,391,2013-04-13
9825,7578-2561-2742-5251,9675-6480-3998-7478,128,2005-07-10
9826,6750-8387-4848-8631,7243-2605-6627-3015,206,2008-03-09
9827,4748-9933-6630-2285,6648-9254-1633-6936,2306,2008-09-11
9828,9694-3225-9765-8815,3877-4446-9438-5658,272,2005-11-04
9829,2331-8660-2068-2139,8915-5995-1135-2402,4183,2004-07-25
9830,1123-6852-7689-2506,9896-6516-7025-2552,51506,2001-01-29
9831,7554-2549-5558-9706,6810-1987-8777-8569,222,2014-09-06
9832,5366-5010-5226-8398,8746-1805-7207-8217,142,2002-10-13
9833,2100-1900-2157-2245,3315-2145-1578-5503,397,2013-01-05
9834,6137-6369-6621-7629,7140-4811-5670-9751,3138,2001-12-19
9835,5266-1204-1077-9564,8915-3696-3280-2772,128,2017-12-24
9836,6883-3499-5501-5464,4929-7164-3858-7580,114,2017-05-16
9837,7584-8397-8661-8366,7390-9009-5052-4791,811,2017-12-22
9838,4445-1820-5119-6010,2084-9130-1827-3437,452,2000-12-22
9839,6871-8804-7045-2960,8575-8949-5231-4542,4504,2006-01-16
9840,1913-9669-3622-8194,2100-1900-2157-2245,181,2013-06-22
9841,9941-6653-1749-7497,7919-7542-9594-4738,452613,2002-10-23
9842,9983-3391-2264-6401,3791-5590-4520-2315,500,2000-12-31
9843,9438-6381-5981-9318,3152-4778-7248-4488,2337,2017-07-04
9844,9041-7814-2787-3329,9684-5022-7970-3940,144,2000-03-14
9845,4208-8785-5104-2444,4509-1665-9262-6477,4328,2002-09-11
9846,6040-8877-3894-1500,5634-3596-9782-8448,170,2017-02-28
9847,7862-2871-9758-8051,2707-7467-5888-1265,189,2017-05-11
9848,7609-5068-6595-1479,3056-5121-7381-3898,43094,2000-03-18
9849,7783-5516-3632-7366,9234-1733-3780-4459,103,2005-12-26
9850,3118-7627-8546-5423,9294-6367-9308-4711,1280,2014-04-28
9851,7247-6345-1743-5847,9367-7016-5040-6529,921,2005-02-24
9852,1032-3219-1528-9019,8223-4445-5171-5212,1491,2004-10-19
9853,8809-4140-9235-1854,5800-1718-5633-7572,45695,2008-08-05
9854,7390-9009-5052-4791,4479-3389-4179-7584,4353,2009-11-09
9855,1235-2186-8683-4492,4719-7909-6704-6014,564,2015-10-04
9856,6512-8901-6740-5130,1880-5514-1153-5662,12274,2016-07-04
9857,9745-4014-1191-9841,6374-2533-4318-4302,25474,2016-08-03
9858,7968-6585-2886-9618,7358-5663-1260-5203,320,2009-09-08
9859,8575-8949-5231-4542,5063-9569-1651-1732,9494,2014-05-20
9860,7009-4583-4140-1223,5637-8999-2591-4865,880,2006-06-08
9861,7741-3837-6819-4924,3712-2175-4885-2805,8020,2001-03-04
9862,2100-1900-2157-2245,2648-5118-8519-7511,60424,2003-05-04
9863,9085-5461-7829-8907,3971-5723-5963-8192,304,2014-11-20
9864,4995-5324-8042-6427,4053-9988-3423-9713,1943,2014-12-20
9865,8201-8285-4081-3604,8915-3696-3280-2772,3202,2017-05-14
9866,6040-8877-3894-1500,1883-3957-7569-3585,104,2015-01-09
9867,3011-6917-5247-6906,6670-1551-2305-2625,266,2010-09-02
9868,5800-1718-5633-7572,7412-4094-4451-9557,128,2014-06-12
9869,8584-4285-2573-9732,3900-1964-9683-8444,117,2010-07-25
9870,3257-3711-9826-8556,2073-2118-7199-1364,371,2017-07-17
9871,8949-3002-2567-8661,1626-6015-4454-5000,676,2004-06-18
9872,5510-1895-1151-7178,5996-9802-5395-8075,1627,2013-05-31
9873,3269-4933-5533-1859,9090-5783-8260-1912,5505,2005-09-05
9874,4284-3363-8958-1133,4085-4926-4788-1337,106,2005-10-13
9875,3463-5849-6866-4602,5853-2226-4255-4998,327,2014-04-17
9876,4793-1083-7266-2318,5126-6975-6573-5183,202,2016-12-11
9877,4444-7658-4292-3168,8548-5257-5952-9347,156,2009-06-15
9878,7554-2549-5558-9706,8374-8718-4673-8482,1041,2007-12-06
9879,2591-7994-1170-3114,5933-5294-5100-2451,1430,2013-12-01
9880,1217-7032-1947-6071,4445-1820-5119-6010,168,2009-01-24
9881,1405-8310-4903-4815,8575-8949-5231-4542,639,2006-03-14
9882,1405-8310-4903-4815,3900-1964-9683-8444,291,2001-06-14
9883,6143-4449-3099-7588,6054-4392-9381-9487,1043,2011-06-25
9884,9944-8201-6012-7227,2079-3433-9361-6369,335,2012-01-18
9885,7371-6061-6314-1687,4308-8741-7237-7873,7040,2005-11-03
9886,6903-9385-1330-1192,8588-1802-2855-4558,254,2011-12-13
9887,5266-4623-1726-8475,7147-6356-6428-6293,140,2015-01-11
9888,6213-4799-6433-6641,9803-5384-3009-6595,1023,2001-08-15
9889,6201-7251-9231-7581,4570-1940-5831-9583,228,2010-01-07
9890,6676-3466-8690-2570,2948-9059-8469-7633,6421,2004-10-04
9891,4259-3117-3452-9450,6968-4560-4994-8279,177,2004-11-12
9892,7253-4522-1894-3879,6797-3038-6577-1765,117,2009-03-25
9893,2545-3469-3757-8509,6457-1220-2908-7341,12925,2010-05-06
9894,4705-9320-4737-2277,6038-1115-5192-4296,162,2000-11-05
9895,1349-7784-3215-3106,6208-8216-2075-5017,247,2000-03-06
9896,7210-2018-7514-6299,2344-1699-2492-6139,317,2016-08-16
9897,8678-2327-5874-7540,3804-3721-7120-2113,184,2017-11-07
9898,9304-3783-6011-1625,4053-9988-3423-9713,553,2000-06-26
9899,4799-8760-4767-7954,4809-4781-3115-8007,197,2017-12-10
9900,2073-2118-7199-1364,3685-2676-1610-9297,278,2005-11-27
9901,7027-6792-5663-7355,9031-2380-4299-9946,397,2006-01-31
9902,6818-2356-2907-4750,5775-9012-2131-1977,148,2000-07-13
9903,6539-4183-3886-1886,1922-1305-7296-2787,505,2015-11-22
9904,5003-8734-5371-4688,3027-3406-8697-4325,3637,2003-02-24
9905,3269-4933-5533-1859,5572-8094-4393-2410,1025,2008-04-01
9906,7584-8397-8661-8366,5739-9966-6704-3248,2582,2015-09-10
9907,8461-1562-9585-6932,9686-6701-6701-8741,153,2008-09-22
9908,2100-1900-2157-2245,3959-8037-6289-9952,114526,2005-10-19
9909,5457-1890-2615-6757,2073-2118-7199-1364,298,2009-10-06
9910,3877-4446-9438-5658,9406-8625-1569-2892,199,2015-12-24
9911,1042-6472-9743-5277,3222-3853-1248-6911,14301,2012-04-09
9912,2512-9908-8545-5222,7839-6652-8274-2902,102,2013-12-02
9913,8802-7747-8527-6766,1113-5427-8902-7868,2155,2016-05-07
9914,2751-8326-2748-1222,3967-5549-4579-5590,2135,2010-08-12
9915,8925-4311-4864-6248,9276-9629-1197-7526,2460,2013-11-02
9916,7390-9009-5052-4791,2683-4231-6291-1829,129,2000-02-26
9917,5457-1890-2615-6757,2809-8660-7961-5781,170,2014-11-28
9918,2864-2456-7543-6860,3351-4760-4818-6192,154,2000-09-19
9919,7040-7914-5642-1954,1074-7985-4747-1073,959,2016-02-06
9920,2896-3392-3438-5455,8314-3416-7476-5620,167,2000-08-02
9921,5159-2266-7730-3533,6508-1153-8939-3273,2314,2002-09-21
9922,6457-1220-2908-7341,5816-8021-9672-8995,112,2017-08-03
9923,4308-8741-7237-7873,7406-3374-3749-1650,2976,2014-03-05
9924,1913-9669-3622-8194,3029-1146-3750-4393,31938,2012-12-28
9925,7610-6717-4033-6507,6148-1629-6874-4707,429,2011-01-19
9926,9266-9532-4600-5592,2874-5741-2396-8396,484,2008-08-13
9927,7253-4522-1894-3879,4259-3117-3452-9450,304,2006-01-10
9928,3848-6729-6136-4117,3694-2920-3579-7513,163,2003-01-18
9929,3203-1684-1966-6151,6979-9109-9143-4052,60946,2002-05-19
9930,9918-6928-7086-2434,2751-8326-2748-1222,384,2012-02-09
9931,3712-2175-4885-2805,6820-2481-4082-1357,165,2004-02-06
9932,4677-8222-9193-2284,5996-9802-5395-8075,2378,2006-11-04
9933,9480-6184-9688-9325,7122-6608-7712-1243,3099,2005-09-06
9934,8162-3909-9675-3113,2813-2569-7201-5240,192,2009-05-15
9935,8762-2018-7799-8542,8201-8285-4081-3604,6432,2003-02-22
9936,2545-3469-3757-8509,8232-1699-4495-2735,188,2004-11-26
9937,9687-8106-5149-3337,7483-1990-1340-9859,66520,2008-05-08
9938,4963-8511-3670-3954,3967-5549-4579-5590,11892,2014-04-27
9939,8888-4449-7585-9388,8223-4445-5171-5212,1358,2007-01-09
9940,8202-2678-9485-8810,9064-2759-1901-6873,98908,2006-09-21
9941,1669-7840-9882-6551,4509-1665-9262-6477,759,2014-08-21
9942,3959-8037-6289-9952,7584-8397-8661-8366,180,2014-05-29
9943,6979-9109-9143-4052,7371-6061-6314-1687,133,2013-05-13
9944,8314-3416-7476-5620,7919-7542-9594-4738,357,2003-04-06
9945,5159-2266-7730-3533,7610-6717-4033-6507,1261,2005-04-11
9946,9289-5273-6133-1758,3910-8418-5266-9875,550,2017-07-07
9947,9480-6184-9688-9325,9064-2759-1901-6873,611,2008-06-16
9948,3288-5659-2893-9112,1626-6015-4454-5000,154,2012-06-24
9949,8245-8711-8685-3486,6673-4969-4420-9484,2023,2001-10-24
9950,6642-1169-2286-8599,4494-4233-3611-9592,27052,2016-04-30
9951,5673-5835-3291-6530,2004-5702-6194-7717,3280,2017-03-04
9952,1375-5543-2512-4872,4308-8741-7237-7873,226,2005-07-30
9953,6737-3025-9962-4700,5727-4912-6346-1769,116065,2013-01-06
9954,3244-1643-4557-7694,2599-3598-3672-6935,409,2010-07-01
9955,8459-6336-4427-8091,9430-9838-4603-6381,283,2001-11-06
9956,2409-2277-7397-3314,7054-3448-3995-2504,418,2003-06-15
9957,8916-4267-9850-4440,2838-5671-7351-8356,311,2001-05-25
9958,3862-1253-7554-9981,9329-2600-1816-5971,616,2014-01-14
9959,4342-4169-9583-7900,4799-8760-4767-7954,169,2007-03-28
9960,6839-6136-6270-7664,7271-2726-2827-6998,151,2017-03-21
9961,7741-3837-6819-4924,8040-1255-5165-9474,175,2007-11-29
9962,4137-7604-4430-3532,6950-5362-1455-3764,1321,2017-05-16
9963,7192-9280-1206-4193,4526-3129-8471-8725,4568,2000-07-29
9964,2683-4231-6291-1829,1032-3219-1528-9019,2798,2006-12-08
9965,9676-1074-3342-1773,4225-1642-7057-7206,820,2008-03-13
9966,4850-2816-2609-7412,1665-7686-6797-5339,307,2002-11-06
9967,6137-6369-6621-7629,7919-5284-8612-2259,144,2016-05-22
9968,4076-8261-7888-1023,9193-1816-5748-8227,899,2015-02-02
9969,2424-7292-9736-5880,3910-8418-5266-9875,402,2017-12-11
9970,3967-5549-4579-5590,1905-6063-4749-7367,313,2008-03-05
9971,1706-4594-7023-9191,6268-3203-6767-4099,4592,2009-01-25
9972,1738-5151-7976-1238,5800-1718-5633-7572,671,2007-03-14
9973,6737-3025-9962-4700,2037-1540-5616-7992,13813,2013-04-27
9974,9090-5783-8260-1912,3072-3467-7590-8779,154,2005-12-27
9975,8585-9822-8207-3697,8494-5676-9953-5757,390,2012-05-18
9976,2409-2277-7397-3314,3118-7627-8546-5423,155,2003-05-14
9977,4873-4792-8364-7993,3959-8037-6289-9952,139,2000-09-05
9978,6904-8513-1396-8079,4983-3623-8825-6264,189,2017-08-23
9979,1178-9048-1790-7987,1592-9997-8672-4401,210,2007-09-21
9980,6689-7662-3246-1920,3877-4446-9438-5658,10030,2001-08-27
9981,2413-8321-8489-5350,4635-6719-7108-6418,103,2008-12-27
9982,9329-2600-1816-5971,3862-1253-7554-9981,2537,2002-04-11
9983,3118-7627-8546-5423,9743-2610-5351-6729,1831,2002-09-22
9984,5409-5672-1946-4179,3010-9653-4704-7737,148,2007-06-03
9985,5485-6733-4208-8714,3153-6576-4483-1859,1365,2008-08-05
9986,9758-7096-7051-3310,4748-9933-6630-2285,267,2003-11-24
9987,2977-5033-1904-9578,1195-7978-9104-6554,1794,2017-06-20
9988,3310-2339-6005-7148,2611-2023-5416-1453,641,2011-04-19
9989,4975-9803-1162-7196,7030-8622-9550-5255,1038,2005-07-26
9990,4559-9175-9954-7273,3705-6553-7181-4663,449,2015-11-15
9991,5542-7812-4415-2616,4971-7163-3884-3783,294,2013-08-15
9992,6819-3566-5223-5388,3767-1206-7158-1125,13275,2011-02-27
9993,4326-2274-3824-9208,6143-4449-3099-7588,690,2010-11-01
9994,2683-4231-6291-1829,6579-9093-8897-6324,761952,2004-05-28
9995,2398-3455-6766-9627,4559-9175-9954-7273,40633,2002-08-05
9996,7358-5663-1260-5203,5933-5294-5100-2451,1780,2005-09-01
9997,6402-4491-5233-7816,3791-5590-4520-2315,364,2010-08-01
9998,6040-8877-3894-1500,4762-6964-9043-2380,4400,2013-05-27
9999,1391-1215-8230-2185,4127-5990-1236-6547,141,2003-07-21
10000,7371-6061-6314-1687,2073-2118-7199-1364,3872,2002-06-12
10001,4314-8097-6317-7681,7041-8847-9228-2980,351,2016-09-15
10002,2212-2233-2161-3574,8712-8892-3803-7774,129,2003-01-08
10003,1210-3321-3878-4306,9375-9995-5638-4409,215,2011-09-23
10004,3269-4933-5533-1859,7009-1497-8942-7638,106,2004-09-05
10005,7408-3480-7245-4832,2053-2548-9090-5796,2429,2011-08-30
10006,9896-6516-7025-2552,6503-9366-4164-3716,1646,2000-10-12
10007,3188-8108-4628-7632,4992-2874-1192-1710,103,2000-04-21
